Idx_Sample,(W/C) [Water/Cement ratio]	,[CEM]Cement content	,[F/C] Factor Fine/Coarse (*),Fine Rec Agg % (**)	,Coarse Rec Agg % (***),RAg.T [Recycled Aggregates Types] (****)
993,0,260,0,0,100,0
994,0,260,0,0,100,1
995,0,260,0,20,0,0
996,0,260,0,20,0,1
997,0,260,0,20,20,0
998,0,260,0,20,20,1
999,0,260,0,20,30,0
1000,0,260,0,20,30,1
1001,0,260,0,20,50,0
1002,0,260,0,20,50,1
1003,0,260,0,20,70,0
1004,0,260,0,20,70,1
1005,0,260,0,20,80,0
1006,0,260,0,20,80,1
1007,0,260,0,20,100,0
1008,0,260,0,20,100,1
1009,0,260,0,30,0,0
1010,0,260,0,30,0,1
1011,0,260,0,30,20,0
1012,0,260,0,30,20,1
1013,0,260,0,30,30,0
1014,0,260,0,30,30,1
1015,0,260,0,30,50,0
1016,0,260,0,30,50,1
1017,0,260,0,30,70,0
1018,0,260,0,30,70,1
1019,0,260,0,30,80,0
1020,0,260,0,30,80,1
1021,0,260,0,30,100,0
1022,0,260,0,30,100,1
1023,0,260,0,50,0,0
1024,0,260,0,50,0,1
1025,0,260,0,50,20,0
1026,0,260,0,50,20,1
1027,0,260,0,50,30,0
1028,0,260,0,50,30,1
1029,0,260,0,50,50,0
1030,0,260,0,50,50,1
1031,0,260,0,50,70,0
1032,0,260,0,50,70,1
1033,0,260,0,50,80,0
1034,0,260,0,50,80,1
1035,0,260,0,50,100,0
1036,0,260,0,50,100,1
1037,0,260,0,70,0,0
1038,0,260,0,70,0,1
1039,0,260,0,70,20,0
1040,0,260,0,70,20,1
1041,0,260,0,70,30,0
1042,0,260,0,70,30,1
1043,0,260,0,70,50,0
1044,0,260,0,70,50,1
1045,0,260,0,70,70,0
1046,0,260,0,70,70,1
1047,0,260,0,70,80,0
1048,0,260,0,70,80,1
1049,0,260,0,70,100,0
1050,0,260,0,70,100,1
1051,0,260,0,80,0,0
1052,0,260,0,80,0,1
1053,0,260,0,80,20,0
1054,0,260,0,80,20,1
1055,0,260,0,80,30,0
1056,0,260,0,80,30,1
1057,0,260,0,80,50,0
1058,0,260,0,80,50,1
1059,0,260,0,80,70,0
1060,0,260,0,80,70,1
1061,0,260,0,80,80,0
1062,0,260,0,80,80,1
1063,0,260,0,80,100,0
1064,0,260,0,80,100,1
1065,0,260,0,100,0,0
1066,0,260,0,100,0,1
1067,0,260,0,100,20,0
1068,0,260,0,100,20,1
1069,0,260,0,100,30,0
1070,0,260,0,100,30,1
1071,0,260,0,100,50,0
1072,0,260,0,100,50,1
1073,0,260,0,100,70,0
1074,0,260,0,100,70,1
1075,0,260,0,100,80,0
1076,0,260,0,100,80,1
1077,0,260,0,100,100,0
1078,0,260,0,100,100,1
1079,0,260,75,0,0,0
1080,0,260,75,0,0,1
1081,0,260,75,0,20,0
1082,0,260,75,0,20,1
1083,0,260,75,0,30,0
1084,0,260,75,0,30,1
1085,0,260,75,0,50,0
1086,0,260,75,0,50,1
1087,0,260,75,0,70,0
1088,0,260,75,0,70,1
1089,0,260,75,0,80,0
1090,0,260,75,0,80,1
1091,0,260,75,0,100,0
1092,0,260,75,0,100,1
1093,0,260,75,20,0,0
1094,0,260,75,20,0,1
1095,0,260,75,20,20,0
1096,0,260,75,20,20,1
1097,0,260,75,20,30,0
1098,0,260,75,20,30,1
1099,0,260,75,20,50,0
1100,0,260,75,20,50,1
1101,0,260,75,20,70,0
1102,0,260,75,20,70,1
1103,0,260,75,20,80,0
1104,0,260,75,20,80,1
1105,0,260,75,20,100,0
1106,0,260,75,20,100,1
1107,0,260,75,30,0,0
1108,0,260,75,30,0,1
1109,0,260,75,30,20,0
1110,0,260,75,30,20,1
1111,0,260,75,30,30,0
1112,0,260,75,30,30,1
1113,0,260,75,30,50,0
1114,0,260,75,30,50,1
1115,0,260,75,30,70,0
1116,0,260,75,30,70,1
1117,0,260,75,30,80,0
1118,0,260,75,30,80,1
1119,0,260,75,30,100,0
1120,0,260,75,30,100,1
1121,0,260,75,50,0,0
1122,0,260,75,50,0,1
1123,0,260,75,50,20,0
1124,0,260,75,50,20,1
1125,0,260,75,50,30,0
1126,0,260,75,50,30,1
1127,0,260,75,50,50,0
1128,0,260,75,50,50,1
1129,0,260,75,50,70,0
1130,0,260,75,50,70,1
1131,0,260,75,50,80,0
1132,0,260,75,50,80,1
1133,0,260,75,50,100,0
1134,0,260,75,50,100,1
1135,0,260,75,70,0,0
1136,0,260,75,70,0,1
1137,0,260,75,70,20,0
1138,0,260,75,70,20,1
1139,0,260,75,70,30,0
1140,0,260,75,70,30,1
1141,0,260,75,70,50,0
1142,0,260,75,70,50,1
1143,0,260,75,70,70,0
1144,0,260,75,70,70,1
1145,0,260,75,70,80,0
1146,0,260,75,70,80,1
1147,0,260,75,70,100,0
1148,0,260,75,70,100,1
1149,0,260,75,80,0,0
1150,0,260,75,80,0,1
1151,0,260,75,80,20,0
1152,0,260,75,80,20,1
1153,0,260,75,80,30,0
1154,0,260,75,80,30,1
1155,0,260,75,80,50,0
1156,0,260,75,80,50,1
1157,0,260,75,80,70,0
1158,0,260,75,80,70,1
1159,0,260,75,80,80,0
1160,0,260,75,80,80,1
1161,0,260,75,80,100,0
1162,0,260,75,80,100,1
1163,0,260,75,100,0,0
1164,0,260,75,100,0,1
1165,0,260,75,100,20,0
1166,0,260,75,100,20,1
1167,0,260,75,100,30,0
1168,0,260,75,100,30,1
1169,0,260,75,100,50,0
1170,0,260,75,100,50,1
1171,0,260,75,100,70,0
1172,0,260,75,100,70,1
1173,0,260,75,100,80,0
1174,0,260,75,100,80,1
1175,0,260,75,100,100,0
1176,0,260,75,100,100,1
1177,0,260,1,0,0,0
1178,0,260,1,0,0,1
1179,0,260,1,0,20,0
1180,0,260,1,0,20,1
1181,0,260,1,0,30,0
1182,0,260,1,0,30,1
1183,0,260,1,0,50,0
1184,0,260,1,0,50,1
1185,0,260,1,0,70,0
1186,0,260,1,0,70,1
1187,0,260,1,0,80,0
1188,0,260,1,0,80,1
1189,0,260,1,0,100,0
1190,0,260,1,0,100,1
1191,0,260,1,20,0,0
1192,0,260,1,20,0,1
1193,0,260,1,20,20,0
1194,0,260,1,20,20,1
1195,0,260,1,20,30,0
1196,0,260,1,20,30,1
1197,0,260,1,20,50,0
1198,0,260,1,20,50,1
1199,0,260,1,20,70,0
1200,0,260,1,20,70,1
1201,0,260,1,20,80,0
1202,0,260,1,20,80,1
1203,0,260,1,20,100,0
1204,0,260,1,20,100,1
1205,0,260,1,30,0,0
1206,0,260,1,30,0,1
1207,0,260,1,30,20,0
1208,0,260,1,30,20,1
1209,0,260,1,30,30,0
1210,0,260,1,30,30,1
1211,0,260,1,30,50,0
1212,0,260,1,30,50,1
1213,0,260,1,30,70,0
1214,0,260,1,30,70,1
1215,0,260,1,30,80,0
1216,0,260,1,30,80,1
1217,0,260,1,30,100,0
1218,0,260,1,30,100,1
1219,0,260,1,50,0,0
1220,0,260,1,50,0,1
1221,0,260,1,50,20,0
1222,0,260,1,50,20,1
1223,0,260,1,50,30,0
1224,0,260,1,50,30,1
1225,0,260,1,50,50,0
1226,0,260,1,50,50,1
1227,0,260,1,50,70,0
1228,0,260,1,50,70,1
1229,0,260,1,50,80,0
1230,0,260,1,50,80,1
1231,0,260,1,50,100,0
1232,0,260,1,50,100,1
1233,0,260,1,70,0,0
1234,0,260,1,70,0,1
1235,0,260,1,70,20,0
1236,0,260,1,70,20,1
1237,0,260,1,70,30,0
1238,0,260,1,70,30,1
1239,0,260,1,70,50,0
1240,0,260,1,70,50,1
1241,0,260,1,70,70,0
1242,0,260,1,70,70,1
1243,0,260,1,70,80,0
1244,0,260,1,70,80,1
1245,0,260,1,70,100,0
1246,0,260,1,70,100,1
1247,0,260,1,80,0,0
1248,0,260,1,80,0,1
1249,0,260,1,80,20,0
1250,0,260,1,80,20,1
1251,0,260,1,80,30,0
1252,0,260,1,80,30,1
1253,0,260,1,80,50,0
1254,0,260,1,80,50,1
1255,0,260,1,80,70,0
1256,0,260,1,80,70,1
1257,0,260,1,80,80,0
1258,0,260,1,80,80,1
1259,0,260,1,80,100,0
1260,0,260,1,80,100,1
1261,0,260,1,100,0,0
1262,0,260,1,100,0,1
1263,0,260,1,100,20,0
1264,0,260,1,100,20,1
1265,0,260,1,100,30,0
1266,0,260,1,100,30,1
1267,0,260,1,100,50,0
1268,0,260,1,100,50,1
1269,0,260,1,100,70,0
1270,0,260,1,100,70,1
1271,0,260,1,100,80,0
1272,0,260,1,100,80,1
1273,0,260,1,100,100,0
1274,0,260,1,100,100,1
1275,0,260,1,0,0,0
1276,0,260,1,0,0,1
1277,0,260,1,0,20,0
1278,0,260,1,0,20,1
1279,0,260,1,0,30,0
1280,0,260,1,0,30,1
1281,0,260,1,0,50,0
1282,0,260,1,0,50,1
1283,0,260,1,0,70,0
1284,0,260,1,0,70,1
1285,0,260,1,0,80,0
1286,0,260,1,0,80,1
1287,0,260,1,0,100,0
1288,0,260,1,0,100,1
1289,0,260,1,20,0,0
1290,0,260,1,20,0,1
1291,0,260,1,20,20,0
1292,0,260,1,20,20,1
1293,0,260,1,20,30,0
1294,0,260,1,20,30,1
1295,0,260,1,20,50,0
1296,0,260,1,20,50,1
1297,0,260,1,20,70,0
1298,0,260,1,20,70,1
1299,0,260,1,20,80,0
1300,0,260,1,20,80,1
1301,0,260,1,20,100,0
1302,0,260,1,20,100,1
1303,0,260,1,30,0,0
1304,0,260,1,30,0,1
1305,0,260,1,30,20,0
1306,0,260,1,30,20,1
1307,0,260,1,30,30,0
1308,0,260,1,30,30,1
1309,0,260,1,30,50,0
1310,0,260,1,30,50,1
1311,0,260,1,30,70,0
1312,0,260,1,30,70,1
1313,0,260,1,30,80,0
1314,0,260,1,30,80,1
1315,0,260,1,30,100,0
1316,0,260,1,30,100,1
1317,0,260,1,50,0,0
1318,0,260,1,50,0,1
1319,0,260,1,50,20,0
1320,0,260,1,50,20,1
1321,0,260,1,50,30,0
1322,0,260,1,50,30,1
1323,0,260,1,50,50,0
1324,0,260,1,50,50,1
1325,0,260,1,50,70,0
1326,0,260,1,50,70,1
1327,0,260,1,50,80,0
1328,0,260,1,50,80,1
1329,0,260,1,50,100,0
1330,0,260,1,50,100,1
1331,0,260,1,70,0,0
1332,0,260,1,70,0,1
1333,0,260,1,70,20,0
1334,0,260,1,70,20,1
1335,0,260,1,70,30,0
1336,0,260,1,70,30,1
1337,0,260,1,70,50,0
1338,0,260,1,70,50,1
1339,0,260,1,70,70,0
1340,0,260,1,70,70,1
1341,0,260,1,70,80,0
1342,0,260,1,70,80,1
1343,0,260,1,70,100,0
1344,0,260,1,70,100,1
1345,0,260,1,80,0,0
1346,0,260,1,80,0,1
1347,0,260,1,80,20,0
1348,0,260,1,80,20,1
1349,0,260,1,80,30,0
1350,0,260,1,80,30,1
1351,0,260,1,80,50,0
1352,0,260,1,80,50,1
1353,0,260,1,80,70,0
1354,0,260,1,80,70,1
1355,0,260,1,80,80,0
1356,0,260,1,80,80,1
1357,0,260,1,80,100,0
1358,0,260,1,80,100,1
1359,0,260,1,100,0,0
1360,0,260,1,100,0,1
1361,0,260,1,100,20,0
1362,0,260,1,100,20,1
1363,0,260,1,100,30,0
1364,0,260,1,100,30,1
1365,0,260,1,100,50,0
1366,0,260,1,100,50,1
1367,0,260,1,100,70,0
1368,0,260,1,100,70,1
1369,0,260,1,100,80,0
1370,0,260,1,100,80,1
1371,0,260,1,100,100,0
1372,0,260,1,100,100,1
1373,0,260,5,0,0,0
1374,0,260,5,0,0,1
1375,0,260,5,0,20,0
1376,0,260,5,0,20,1
1377,0,260,5,0,30,0
1378,0,260,5,0,30,1
1379,0,260,5,0,50,0
1380,0,260,5,0,50,1
1381,0,260,5,0,70,0
1382,0,260,5,0,70,1
1383,0,260,5,0,80,0
1384,0,260,5,0,80,1
1385,0,260,5,0,100,0
1386,0,260,5,0,100,1
1387,0,260,5,20,0,0
1388,0,260,5,20,0,1
1389,0,260,5,20,20,0
1390,0,260,5,20,20,1
1391,0,260,5,20,30,0
1392,0,260,5,20,30,1
1393,0,260,5,20,50,0
1394,0,260,5,20,50,1
1395,0,260,5,20,70,0
1396,0,260,5,20,70,1
1397,0,260,5,20,80,0
1398,0,260,5,20,80,1
1399,0,260,5,20,100,0
1400,0,260,5,20,100,1
1401,0,260,5,30,0,0
1402,0,260,5,30,0,1
1403,0,260,5,30,20,0
1404,0,260,5,30,20,1
1405,0,260,5,30,30,0
1406,0,260,5,30,30,1
1407,0,260,5,30,50,0
1408,0,260,5,30,50,1
1409,0,260,5,30,70,0
1410,0,260,5,30,70,1
1411,0,260,5,30,80,0
1412,0,260,5,30,80,1
1413,0,260,5,30,100,0
1414,0,260,5,30,100,1
1415,0,260,5,50,0,0
1416,0,260,5,50,0,1
1417,0,260,5,50,20,0
1418,0,260,5,50,20,1
1419,0,260,5,50,30,0
1420,0,260,5,50,30,1
1421,0,260,5,50,50,0
1422,0,260,5,50,50,1
1423,0,260,5,50,70,0
1424,0,260,5,50,70,1
1425,0,260,5,50,80,0
1426,0,260,5,50,80,1
1427,0,260,5,50,100,0
1428,0,260,5,50,100,1
1429,0,260,5,70,0,0
1430,0,260,5,70,0,1
1431,0,260,5,70,20,0
1432,0,260,5,70,20,1
1433,0,260,5,70,30,0
1434,0,260,5,70,30,1
1435,0,260,5,70,50,0
1436,0,260,5,70,50,1
1437,0,260,5,70,70,0
1438,0,260,5,70,70,1
1439,0,260,5,70,80,0
1440,0,260,5,70,80,1
1441,0,260,5,70,100,0
1442,0,260,5,70,100,1
1443,0,260,5,80,0,0
1444,0,260,5,80,0,1
1445,0,260,5,80,20,0
1446,0,260,5,80,20,1
1447,0,260,5,80,30,0
1448,0,260,5,80,30,1
1449,0,260,5,80,50,0
1450,0,260,5,80,50,1
1451,0,260,5,80,70,0
1452,0,260,5,80,70,1
1453,0,260,5,80,80,0
1454,0,260,5,80,80,1
1455,0,260,5,80,100,0
1456,0,260,5,80,100,1
1457,0,260,5,100,0,0
1458,0,260,5,100,0,1
1459,0,260,5,100,20,0
1460,0,260,5,100,20,1
1461,0,260,5,100,30,0
1462,0,260,5,100,30,1
1463,0,260,5,100,50,0
1464,0,260,5,100,50,1
1465,0,260,5,100,70,0
1466,0,260,5,100,70,1
1467,0,260,5,100,80,0
1468,0,260,5,100,80,1
1469,0,260,5,100,100,0
1470,0,260,5,100,100,1
1471,0,280,0,0,0,0
1472,0,280,0,0,0,1
1473,0,280,0,0,20,0
1474,0,280,0,0,20,1
1475,0,280,0,0,30,0
1476,0,280,0,0,30,1
1477,0,280,0,0,50,0
1478,0,280,0,0,50,1
1479,0,280,0,0,70,0
1480,0,280,0,0,70,1
1481,0,280,0,0,80,0
1482,0,280,0,0,80,1
1483,0,280,0,0,100,0
1484,0,280,0,0,100,1
1485,0,280,0,20,0,0
1486,0,280,0,20,0,1
1487,0,280,0,20,20,0
1488,0,280,0,20,20,1
1489,0,280,0,20,30,0
1490,0,280,0,20,30,1
1491,0,280,0,20,50,0
1492,0,280,0,20,50,1
1493,0,280,0,20,70,0
1494,0,280,0,20,70,1
1495,0,280,0,20,80,0
1496,0,280,0,20,80,1
1497,0,280,0,20,100,0
1498,0,280,0,20,100,1
1499,0,280,0,30,0,0
1500,0,280,0,30,0,1
1501,0,280,0,30,20,0
1502,0,280,0,30,20,1
1503,0,280,0,30,30,0
1504,0,280,0,30,30,1
1505,0,280,0,30,50,0
1506,0,280,0,30,50,1
1507,0,280,0,30,70,0
1508,0,280,0,30,70,1
1509,0,280,0,30,80,0
1510,0,280,0,30,80,1
1511,0,280,0,30,100,0
1512,0,280,0,30,100,1
1513,0,280,0,50,0,0
1514,0,280,0,50,0,1
1515,0,280,0,50,20,0
1516,0,280,0,50,20,1
1517,0,280,0,50,30,0
1518,0,280,0,50,30,1
1519,0,280,0,50,50,0
1520,0,280,0,50,50,1
1521,0,280,0,50,70,0
1522,0,280,0,50,70,1
1523,0,280,0,50,80,0
1524,0,280,0,50,80,1
1525,0,280,0,50,100,0
1526,0,280,0,50,100,1
1527,0,280,0,70,0,0
1528,0,280,0,70,0,1
1529,0,280,0,70,20,0
1530,0,280,0,70,20,1
1531,0,280,0,70,30,0
1532,0,280,0,70,30,1
1533,0,280,0,70,50,0
1534,0,280,0,70,50,1
1535,0,280,0,70,70,0
1536,0,280,0,70,70,1
1537,0,280,0,70,80,0
1538,0,280,0,70,80,1
1539,0,280,0,70,100,0
1540,0,280,0,70,100,1
1541,0,280,0,80,0,0
1542,0,280,0,80,0,1
1543,0,280,0,80,20,0
1544,0,280,0,80,20,1
1545,0,280,0,80,30,0
1546,0,280,0,80,30,1
1547,0,280,0,80,50,0
1548,0,280,0,80,50,1
1549,0,280,0,80,70,0
1550,0,280,0,80,70,1
1551,0,280,0,80,80,0
1552,0,280,0,80,80,1
1553,0,280,0,80,100,0
1554,0,280,0,80,100,1
1555,0,280,0,100,0,0
1556,0,280,0,100,0,1
1557,0,280,0,100,20,0
1558,0,280,0,100,20,1
1559,0,280,0,100,30,0
1560,0,280,0,100,30,1
1561,0,280,0,100,50,0
1562,0,280,0,100,50,1
1563,0,280,0,100,70,0
1564,0,280,0,100,70,1
1565,0,280,0,100,80,0
1566,0,280,0,100,80,1
1567,0,280,0,100,100,0
1568,0,280,0,100,100,1
1569,0,280,75,0,0,0
1570,0,280,75,0,0,1
1571,0,280,75,0,20,0
1572,0,280,75,0,20,1
1573,0,280,75,0,30,0
1574,0,280,75,0,30,1
1575,0,280,75,0,50,0
1576,0,280,75,0,50,1
1577,0,280,75,0,70,0
1578,0,280,75,0,70,1
1579,0,280,75,0,80,0
1580,0,280,75,0,80,1
1581,0,280,75,0,100,0
1582,0,280,75,0,100,1
1583,0,280,75,20,0,0
1584,0,280,75,20,0,1
1585,0,280,75,20,20,0
1586,0,280,75,20,20,1
1587,0,280,75,20,30,0
1588,0,280,75,20,30,1
1589,0,280,75,20,50,0
1590,0,280,75,20,50,1
1591,0,280,75,20,70,0
1592,0,280,75,20,70,1
1593,0,280,75,20,80,0
1594,0,280,75,20,80,1
1595,0,280,75,20,100,0
1596,0,280,75,20,100,1
1597,0,280,75,30,0,0
1598,0,280,75,30,0,1
1599,0,280,75,30,20,0
1600,0,280,75,30,20,1
1601,0,280,75,30,30,0
1602,0,280,75,30,30,1
1603,0,280,75,30,50,0
1604,0,280,75,30,50,1
1605,0,280,75,30,70,0
1606,0,280,75,30,70,1
1607,0,280,75,30,80,0
1608,0,280,75,30,80,1
1609,0,280,75,30,100,0
1610,0,280,75,30,100,1
1611,0,280,75,50,0,0
1612,0,280,75,50,0,1
1613,0,280,75,50,20,0
1614,0,280,75,50,20,1
1615,0,280,75,50,30,0
1616,0,280,75,50,30,1
1617,0,280,75,50,50,0
1618,0,280,75,50,50,1
1619,0,280,75,50,70,0
1620,0,280,75,50,70,1
1621,0,280,75,50,80,0
1622,0,280,75,50,80,1
1623,0,280,75,50,100,0
1624,0,280,75,50,100,1
1625,0,280,75,70,0,0
1626,0,280,75,70,0,1
1627,0,280,75,70,20,0
1628,0,280,75,70,20,1
1629,0,280,75,70,30,0
1630,0,280,75,70,30,1
1631,0,280,75,70,50,0
1632,0,280,75,70,50,1
1633,0,280,75,70,70,0
1634,0,280,75,70,70,1
1635,0,280,75,70,80,0
1636,0,280,75,70,80,1
1637,0,280,75,70,100,0
1638,0,280,75,70,100,1
1639,0,280,75,80,0,0
1640,0,280,75,80,0,1
1641,0,280,75,80,20,0
1642,0,280,75,80,20,1
1643,0,280,75,80,30,0
1644,0,280,75,80,30,1
1645,0,280,75,80,50,0
1646,0,280,75,80,50,1
1647,0,280,75,80,70,0
1648,0,280,75,80,70,1
1649,0,280,75,80,80,0
1650,0,280,75,80,80,1
1651,0,280,75,80,100,0
1652,0,280,75,80,100,1
1653,0,280,75,100,0,0
1654,0,280,75,100,0,1
1655,0,280,75,100,20,0
1656,0,280,75,100,20,1
1657,0,280,75,100,30,0
1658,0,280,75,100,30,1
1659,0,280,75,100,50,0
1660,0,280,75,100,50,1
1661,0,280,75,100,70,0
1662,0,280,75,100,70,1
1663,0,280,75,100,80,0
1664,0,280,75,100,80,1
1665,0,280,75,100,100,0
1666,0,280,75,100,100,1
1667,0,280,1,0,0,0
1668,0,280,1,0,0,1
1669,0,280,1,0,20,0
1670,0,280,1,0,20,1
1671,0,280,1,0,30,0
1672,0,280,1,0,30,1
1673,0,280,1,0,50,0
1674,0,280,1,0,50,1
1675,0,280,1,0,70,0
1676,0,280,1,0,70,1
1677,0,280,1,0,80,0
1678,0,280,1,0,80,1
1679,0,280,1,0,100,0
1680,0,280,1,0,100,1
1681,0,280,1,20,0,0
1682,0,280,1,20,0,1
1683,0,280,1,20,20,0
1684,0,280,1,20,20,1
1685,0,280,1,20,30,0
1686,0,280,1,20,30,1
1687,0,280,1,20,50,0
1688,0,280,1,20,50,1
1689,0,280,1,20,70,0
1690,0,280,1,20,70,1
1691,0,280,1,20,80,0
1692,0,280,1,20,80,1
1693,0,280,1,20,100,0
1694,0,280,1,20,100,1
1695,0,280,1,30,0,0
1696,0,280,1,30,0,1
1697,0,280,1,30,20,0
1698,0,280,1,30,20,1
1699,0,280,1,30,30,0
1700,0,280,1,30,30,1
1701,0,280,1,30,50,0
1702,0,280,1,30,50,1
1703,0,280,1,30,70,0
1704,0,280,1,30,70,1
1705,0,280,1,30,80,0
1706,0,280,1,30,80,1
1707,0,280,1,30,100,0
1708,0,280,1,30,100,1
1709,0,280,1,50,0,0
1710,0,280,1,50,0,1
1711,0,280,1,50,20,0
1712,0,280,1,50,20,1
1713,0,280,1,50,30,0
1714,0,280,1,50,30,1
1715,0,280,1,50,50,0
1716,0,280,1,50,50,1
1717,0,280,1,50,70,0
1718,0,280,1,50,70,1
1719,0,280,1,50,80,0
1720,0,280,1,50,80,1
1721,0,280,1,50,100,0
1722,0,280,1,50,100,1
1723,0,280,1,70,0,0
1724,0,280,1,70,0,1
1725,0,280,1,70,20,0
1726,0,280,1,70,20,1
1727,0,280,1,70,30,0
1728,0,280,1,70,30,1
1729,0,280,1,70,50,0
1730,0,280,1,70,50,1
1731,0,280,1,70,70,0
1732,0,280,1,70,70,1
1733,0,280,1,70,80,0
1734,0,280,1,70,80,1
1735,0,280,1,70,100,0
1736,0,280,1,70,100,1
1737,0,280,1,80,0,0
1738,0,280,1,80,0,1
1739,0,280,1,80,20,0
1740,0,280,1,80,20,1
1741,0,280,1,80,30,0
1742,0,280,1,80,30,1
1743,0,280,1,80,50,0
1744,0,280,1,80,50,1
1745,0,280,1,80,70,0
1746,0,280,1,80,70,1
1747,0,280,1,80,80,0
1748,0,280,1,80,80,1
1749,0,280,1,80,100,0
1750,0,280,1,80,100,1
1751,0,280,1,100,0,0
1752,0,280,1,100,0,1
1753,0,280,1,100,20,0
1754,0,280,1,100,20,1
1755,0,280,1,100,30,0
1756,0,280,1,100,30,1
1757,0,280,1,100,50,0
1758,0,280,1,100,50,1
1759,0,280,1,100,70,0
1760,0,280,1,100,70,1
1761,0,280,1,100,80,0
1762,0,280,1,100,80,1
1763,0,280,1,100,100,0
1764,0,280,1,100,100,1
1765,0,280,1,0,0,0
1766,0,280,1,0,0,1
1767,0,280,1,0,20,0
1768,0,280,1,0,20,1
1769,0,280,1,0,30,0
1770,0,280,1,0,30,1
1771,0,280,1,0,50,0
1772,0,280,1,0,50,1
1773,0,280,1,0,70,0
1774,0,280,1,0,70,1
1775,0,280,1,0,80,0
1776,0,280,1,0,80,1
1777,0,280,1,0,100,0
1778,0,280,1,0,100,1
1779,0,280,1,20,0,0
1780,0,280,1,20,0,1
1781,0,280,1,20,20,0
1782,0,280,1,20,20,1
1783,0,280,1,20,30,0
1784,0,280,1,20,30,1
1785,0,280,1,20,50,0
1786,0,280,1,20,50,1
1787,0,280,1,20,70,0
1788,0,280,1,20,70,1
1789,0,280,1,20,80,0
1790,0,280,1,20,80,1
1791,0,280,1,20,100,0
1792,0,280,1,20,100,1
1793,0,280,1,30,0,0
1794,0,280,1,30,0,1
1795,0,280,1,30,20,0
1796,0,280,1,30,20,1
1797,0,280,1,30,30,0
1798,0,280,1,30,30,1
1799,0,280,1,30,50,0
1800,0,280,1,30,50,1
1801,0,280,1,30,70,0
1802,0,280,1,30,70,1
1803,0,280,1,30,80,0
1804,0,280,1,30,80,1
1805,0,280,1,30,100,0
1806,0,280,1,30,100,1
1807,0,280,1,50,0,0
1808,0,280,1,50,0,1
1809,0,280,1,50,20,0
1810,0,280,1,50,20,1
1811,0,280,1,50,30,0
1812,0,280,1,50,30,1
1813,0,280,1,50,50,0
1814,0,280,1,50,50,1
1815,0,280,1,50,70,0
1816,0,280,1,50,70,1
1817,0,280,1,50,80,0
1818,0,280,1,50,80,1
1819,0,280,1,50,100,0
1820,0,280,1,50,100,1
1821,0,280,1,70,0,0
1822,0,280,1,70,0,1
1823,0,280,1,70,20,0
1824,0,280,1,70,20,1
1825,0,280,1,70,30,0
1826,0,280,1,70,30,1
1827,0,280,1,70,50,0
1828,0,280,1,70,50,1
1829,0,280,1,70,70,0
1830,0,280,1,70,70,1
1831,0,280,1,70,80,0
1832,0,280,1,70,80,1
1833,0,280,1,70,100,0
1834,0,280,1,70,100,1
1835,0,280,1,80,0,0
1836,0,280,1,80,0,1
1837,0,280,1,80,20,0
1838,0,280,1,80,20,1
1839,0,280,1,80,30,0
1840,0,280,1,80,30,1
1841,0,280,1,80,50,0
1842,0,280,1,80,50,1
1843,0,280,1,80,70,0
1844,0,280,1,80,70,1
1845,0,280,1,80,80,0
1846,0,280,1,80,80,1
1847,0,280,1,80,100,0
1848,0,280,1,80,100,1
1849,0,280,1,100,0,0
1850,0,280,1,100,0,1
1851,0,280,1,100,20,0
1852,0,280,1,100,20,1
1853,0,280,1,100,30,0
1854,0,280,1,100,30,1
1855,0,280,1,100,50,0
1856,0,280,1,100,50,1
1857,0,280,1,100,70,0
1858,0,280,1,100,70,1
1859,0,280,1,100,80,0
1860,0,280,1,100,80,1
1861,0,280,1,100,100,0
1862,0,280,1,100,100,1
1863,0,280,5,0,0,0
1864,0,280,5,0,0,1
1865,0,280,5,0,20,0
1866,0,280,5,0,20,1
1867,0,280,5,0,30,0
1868,0,280,5,0,30,1
1869,0,280,5,0,50,0
1870,0,280,5,0,50,1
1871,0,280,5,0,70,0
1872,0,280,5,0,70,1
1873,0,280,5,0,80,0
1874,0,280,5,0,80,1
1875,0,280,5,0,100,0
1876,0,280,5,0,100,1
1877,0,280,5,20,0,0
1878,0,280,5,20,0,1
1879,0,280,5,20,20,0
1880,0,280,5,20,20,1
1881,0,280,5,20,30,0
1882,0,280,5,20,30,1
1883,0,280,5,20,50,0
1884,0,280,5,20,50,1
1885,0,280,5,20,70,0
1886,0,280,5,20,70,1
1887,0,280,5,20,80,0
1888,0,280,5,20,80,1
1889,0,280,5,20,100,0
1890,0,280,5,20,100,1
1891,0,280,5,30,0,0
1892,0,280,5,30,0,1
1893,0,280,5,30,20,0
1894,0,280,5,30,20,1
1895,0,280,5,30,30,0
1896,0,280,5,30,30,1
1897,0,280,5,30,50,0
1898,0,280,5,30,50,1
1899,0,280,5,30,70,0
1900,0,280,5,30,70,1
1901,0,280,5,30,80,0
1902,0,280,5,30,80,1
1903,0,280,5,30,100,0
1904,0,280,5,30,100,1
1905,0,280,5,50,0,0
1906,0,280,5,50,0,1
1907,0,280,5,50,20,0
1908,0,280,5,50,20,1
1909,0,280,5,50,30,0
1910,0,280,5,50,30,1
1911,0,280,5,50,50,0
1912,0,280,5,50,50,1
1913,0,280,5,50,70,0
1914,0,280,5,50,70,1
1915,0,280,5,50,80,0
1916,0,280,5,50,80,1
1917,0,280,5,50,100,0
1918,0,280,5,50,100,1
