Idx_Sample,(W/C) [Water/Cement ratio]	,[CEM]Cement content	,[F/C] Factor Fine/Coarse (*),Fine Rec Agg % (**)	,Coarse Rec Agg % (***),RAg.T [Recycled Aggregates Types] (****)
1,0,220,0,0,0,0
2,0,220,0,0,0,1
3,0,220,0,0,20,0
4,0,220,0,0,20,1
5,0,220,0,0,30,0
6,0,220,0,0,30,1
7,0,220,0,0,50,0
8,0,220,0,0,50,1
9,0,220,0,0,70,0
10,0,220,0,0,70,1
11,0,220,0,0,80,0
12,0,220,0,0,80,1
13,0,220,0,0,100,0
14,0,220,0,0,100,1
15,0,220,0,20,0,0
16,0,220,0,20,0,1
17,0,220,0,20,20,0
18,0,220,0,20,20,1
19,0,220,0,20,30,0
20,0,220,0,20,30,1
21,0,220,0,20,50,0
22,0,220,0,20,50,1
23,0,220,0,20,70,0
24,0,220,0,20,70,1
25,0,220,0,20,80,0
26,0,220,0,20,80,1
27,0,220,0,20,100,0
28,0,220,0,20,100,1
29,0,220,0,30,0,0
30,0,220,0,30,0,1
31,0,220,0,30,20,0
32,0,220,0,30,20,1
33,0,220,0,30,30,0
34,0,220,0,30,30,1
35,0,220,0,30,50,0
36,0,220,0,30,50,1
37,0,220,0,30,70,0
38,0,220,0,30,70,1
39,0,220,0,30,80,0
40,0,220,0,30,80,1
41,0,220,0,30,100,0
42,0,220,0,30,100,1
43,0,220,0,50,0,0
44,0,220,0,50,0,1
45,0,220,0,50,20,0
46,0,220,0,50,20,1
47,0,220,0,50,30,0
48,0,220,0,50,30,1
49,0,220,0,50,50,0
50,0,220,0,50,50,1
51,0,220,0,50,70,0
52,0,220,0,50,70,1
53,0,220,0,50,80,0
54,0,220,0,50,80,1
55,0,220,0,50,100,0
56,0,220,0,50,100,1
57,0,220,0,70,0,0
58,0,220,0,70,0,1
59,0,220,0,70,20,0
60,0,220,0,70,20,1
61,0,220,0,70,30,0
62,0,220,0,70,30,1
63,0,220,0,70,50,0
64,0,220,0,70,50,1
65,0,220,0,70,70,0
66,0,220,0,70,70,1
67,0,220,0,70,80,0
68,0,220,0,70,80,1
69,0,220,0,70,100,0
70,0,220,0,70,100,1
71,0,220,0,80,0,0
72,0,220,0,80,0,1
73,0,220,0,80,20,0
74,0,220,0,80,20,1
75,0,220,0,80,30,0
76,0,220,0,80,30,1
77,0,220,0,80,50,0
78,0,220,0,80,50,1
79,0,220,0,80,70,0
80,0,220,0,80,70,1
81,0,220,0,80,80,0
82,0,220,0,80,80,1
83,0,220,0,80,100,0
84,0,220,0,80,100,1
85,0,220,0,100,0,0
86,0,220,0,100,0,1
87,0,220,0,100,20,0
88,0,220,0,100,20,1
89,0,220,0,100,30,0
90,0,220,0,100,30,1
91,0,220,0,100,50,0
92,0,220,0,100,50,1
93,0,220,0,100,70,0
94,0,220,0,100,70,1
95,0,220,0,100,80,0
96,0,220,0,100,80,1
97,0,220,0,100,100,0
98,0,220,0,100,100,1
99,0,220,75,0,0,0
100,0,220,75,0,0,1
101,0,220,75,0,20,0
102,0,220,75,0,20,1
103,0,220,75,0,30,0
104,0,220,75,0,30,1
105,0,220,75,0,50,0
106,0,220,75,0,50,1
107,0,220,75,0,70,0
108,0,220,75,0,70,1
109,0,220,75,0,80,0
110,0,220,75,0,80,1
111,0,220,75,0,100,0
112,0,220,75,0,100,1
113,0,220,75,20,0,0
114,0,220,75,20,0,1
115,0,220,75,20,20,0
116,0,220,75,20,20,1
117,0,220,75,20,30,0
118,0,220,75,20,30,1
119,0,220,75,20,50,0
120,0,220,75,20,50,1
121,0,220,75,20,70,0
122,0,220,75,20,70,1
123,0,220,75,20,80,0
124,0,220,75,20,80,1
125,0,220,75,20,100,0
126,0,220,75,20,100,1
127,0,220,75,30,0,0
128,0,220,75,30,0,1
129,0,220,75,30,20,0
130,0,220,75,30,20,1
131,0,220,75,30,30,0
132,0,220,75,30,30,1
133,0,220,75,30,50,0
134,0,220,75,30,50,1
135,0,220,75,30,70,0
136,0,220,75,30,70,1
137,0,220,75,30,80,0
138,0,220,75,30,80,1
139,0,220,75,30,100,0
140,0,220,75,30,100,1
141,0,220,75,50,0,0
142,0,220,75,50,0,1
143,0,220,75,50,20,0
144,0,220,75,50,20,1
145,0,220,75,50,30,0
146,0,220,75,50,30,1
147,0,220,75,50,50,0
148,0,220,75,50,50,1
149,0,220,75,50,70,0
150,0,220,75,50,70,1
151,0,220,75,50,80,0
152,0,220,75,50,80,1
153,0,220,75,50,100,0
154,0,220,75,50,100,1
155,0,220,75,70,0,0
156,0,220,75,70,0,1
157,0,220,75,70,20,0
158,0,220,75,70,20,1
159,0,220,75,70,30,0
160,0,220,75,70,30,1
161,0,220,75,70,50,0
162,0,220,75,70,50,1
163,0,220,75,70,70,0
164,0,220,75,70,70,1
165,0,220,75,70,80,0
166,0,220,75,70,80,1
167,0,220,75,70,100,0
168,0,220,75,70,100,1
169,0,220,75,80,0,0
170,0,220,75,80,0,1
171,0,220,75,80,20,0
172,0,220,75,80,20,1
173,0,220,75,80,30,0
174,0,220,75,80,30,1
175,0,220,75,80,50,0
176,0,220,75,80,50,1
177,0,220,75,80,70,0
178,0,220,75,80,70,1
179,0,220,75,80,80,0
180,0,220,75,80,80,1
181,0,220,75,80,100,0
182,0,220,75,80,100,1
183,0,220,75,100,0,0
184,0,220,75,100,0,1
185,0,220,75,100,20,0
186,0,220,75,100,20,1
187,0,220,75,100,30,0
188,0,220,75,100,30,1
189,0,220,75,100,50,0
190,0,220,75,100,50,1
191,0,220,75,100,70,0
192,0,220,75,100,70,1
193,0,220,75,100,80,0
194,0,220,75,100,80,1
195,0,220,75,100,100,0
196,0,220,75,100,100,1
197,0,220,1,0,0,0
198,0,220,1,0,0,1
199,0,220,1,0,20,0
200,0,220,1,0,20,1
201,0,220,1,0,30,0
202,0,220,1,0,30,1
203,0,220,1,0,50,0
204,0,220,1,0,50,1
205,0,220,1,0,70,0
206,0,220,1,0,70,1
207,0,220,1,0,80,0
208,0,220,1,0,80,1
209,0,220,1,0,100,0
210,0,220,1,0,100,1
211,0,220,1,20,0,0
212,0,220,1,20,0,1
213,0,220,1,20,20,0
214,0,220,1,20,20,1
215,0,220,1,20,30,0
216,0,220,1,20,30,1
217,0,220,1,20,50,0
218,0,220,1,20,50,1
219,0,220,1,20,70,0
220,0,220,1,20,70,1
221,0,220,1,20,80,0
222,0,220,1,20,80,1
223,0,220,1,20,100,0
224,0,220,1,20,100,1
225,0,220,1,30,0,0
226,0,220,1,30,0,1
227,0,220,1,30,20,0
228,0,220,1,30,20,1
229,0,220,1,30,30,0
230,0,220,1,30,30,1
231,0,220,1,30,50,0
232,0,220,1,30,50,1
233,0,220,1,30,70,0
234,0,220,1,30,70,1
235,0,220,1,30,80,0
236,0,220,1,30,80,1
237,0,220,1,30,100,0
238,0,220,1,30,100,1
239,0,220,1,50,0,0
240,0,220,1,50,0,1
241,0,220,1,50,20,0
242,0,220,1,50,20,1
243,0,220,1,50,30,0
244,0,220,1,50,30,1
245,0,220,1,50,50,0
246,0,220,1,50,50,1
247,0,220,1,50,70,0
248,0,220,1,50,70,1
249,0,220,1,50,80,0
250,0,220,1,50,80,1
251,0,220,1,50,100,0
252,0,220,1,50,100,1
253,0,220,1,70,0,0
254,0,220,1,70,0,1
255,0,220,1,70,20,0
256,0,220,1,70,20,1
257,0,220,1,70,30,0
258,0,220,1,70,30,1
259,0,220,1,70,50,0
260,0,220,1,70,50,1
261,0,220,1,70,70,0
262,0,220,1,70,70,1
263,0,220,1,70,80,0
264,0,220,1,70,80,1
265,0,220,1,70,100,0
266,0,220,1,70,100,1
267,0,220,1,80,0,0
268,0,220,1,80,0,1
269,0,220,1,80,20,0
270,0,220,1,80,20,1
271,0,220,1,80,30,0
272,0,220,1,80,30,1
273,0,220,1,80,50,0
274,0,220,1,80,50,1
275,0,220,1,80,70,0
276,0,220,1,80,70,1
277,0,220,1,80,80,0
278,0,220,1,80,80,1
279,0,220,1,80,100,0
280,0,220,1,80,100,1
281,0,220,1,100,0,0
282,0,220,1,100,0,1
283,0,220,1,100,20,0
284,0,220,1,100,20,1
285,0,220,1,100,30,0
286,0,220,1,100,30,1
287,0,220,1,100,50,0
288,0,220,1,100,50,1
289,0,220,1,100,70,0
290,0,220,1,100,70,1
291,0,220,1,100,80,0
292,0,220,1,100,80,1
293,0,220,1,100,100,0
294,0,220,1,100,100,1
295,0,220,1,0,0,0
296,0,220,1,0,0,1
297,0,220,1,0,20,0
298,0,220,1,0,20,1
299,0,220,1,0,30,0
300,0,220,1,0,30,1
301,0,220,1,0,50,0
302,0,220,1,0,50,1
303,0,220,1,0,70,0
304,0,220,1,0,70,1
305,0,220,1,0,80,0
306,0,220,1,0,80,1
307,0,220,1,0,100,0
308,0,220,1,0,100,1
309,0,220,1,20,0,0
310,0,220,1,20,0,1
311,0,220,1,20,20,0
312,0,220,1,20,20,1
313,0,220,1,20,30,0
314,0,220,1,20,30,1
315,0,220,1,20,50,0
316,0,220,1,20,50,1
317,0,220,1,20,70,0
318,0,220,1,20,70,1
319,0,220,1,20,80,0
320,0,220,1,20,80,1
321,0,220,1,20,100,0
322,0,220,1,20,100,1
323,0,220,1,30,0,0
324,0,220,1,30,0,1
325,0,220,1,30,20,0
326,0,220,1,30,20,1
327,0,220,1,30,30,0
328,0,220,1,30,30,1
329,0,220,1,30,50,0
330,0,220,1,30,50,1
331,0,220,1,30,70,0
332,0,220,1,30,70,1
333,0,220,1,30,80,0
334,0,220,1,30,80,1
335,0,220,1,30,100,0
336,0,220,1,30,100,1
337,0,220,1,50,0,0
338,0,220,1,50,0,1
339,0,220,1,50,20,0
340,0,220,1,50,20,1
341,0,220,1,50,30,0
342,0,220,1,50,30,1
343,0,220,1,50,50,0
344,0,220,1,50,50,1
345,0,220,1,50,70,0
346,0,220,1,50,70,1
347,0,220,1,50,80,0
348,0,220,1,50,80,1
349,0,220,1,50,100,0
350,0,220,1,50,100,1
351,0,220,1,70,0,0
352,0,220,1,70,0,1
353,0,220,1,70,20,0
354,0,220,1,70,20,1
355,0,220,1,70,30,0
356,0,220,1,70,30,1
357,0,220,1,70,50,0
358,0,220,1,70,50,1
359,0,220,1,70,70,0
360,0,220,1,70,70,1
361,0,220,1,70,80,0
362,0,220,1,70,80,1
363,0,220,1,70,100,0
364,0,220,1,70,100,1
365,0,220,1,80,0,0
366,0,220,1,80,0,1
367,0,220,1,80,20,0
368,0,220,1,80,20,1
369,0,220,1,80,30,0
370,0,220,1,80,30,1
371,0,220,1,80,50,0
372,0,220,1,80,50,1
373,0,220,1,80,70,0
374,0,220,1,80,70,1
375,0,220,1,80,80,0
376,0,220,1,80,80,1
377,0,220,1,80,100,0
378,0,220,1,80,100,1
379,0,220,1,100,0,0
380,0,220,1,100,0,1
381,0,220,1,100,20,0
382,0,220,1,100,20,1
383,0,220,1,100,30,0
384,0,220,1,100,30,1
385,0,220,1,100,50,0
386,0,220,1,100,50,1
387,0,220,1,100,70,0
388,0,220,1,100,70,1
389,0,220,1,100,80,0
390,0,220,1,100,80,1
391,0,220,1,100,100,0
392,0,220,1,100,100,1
393,0,220,5,0,0,0
394,0,220,5,0,0,1
395,0,220,5,0,20,0
396,0,220,5,0,20,1
397,0,220,5,0,30,0
398,0,220,5,0,30,1
399,0,220,5,0,50,0
400,0,220,5,0,50,1
401,0,220,5,0,70,0
402,0,220,5,0,70,1
403,0,220,5,0,80,0
404,0,220,5,0,80,1
405,0,220,5,0,100,0
406,0,220,5,0,100,1
407,0,220,5,20,0,0
408,0,220,5,20,0,1
409,0,220,5,20,20,0
410,0,220,5,20,20,1
411,0,220,5,20,30,0
412,0,220,5,20,30,1
413,0,220,5,20,50,0
414,0,220,5,20,50,1
415,0,220,5,20,70,0
416,0,220,5,20,70,1
417,0,220,5,20,80,0
418,0,220,5,20,80,1
419,0,220,5,20,100,0
420,0,220,5,20,100,1
421,0,220,5,30,0,0
422,0,220,5,30,0,1
423,0,220,5,30,20,0
424,0,220,5,30,20,1
425,0,220,5,30,30,0
426,0,220,5,30,30,1
427,0,220,5,30,50,0
428,0,220,5,30,50,1
429,0,220,5,30,70,0
430,0,220,5,30,70,1
431,0,220,5,30,80,0
432,0,220,5,30,80,1
433,0,220,5,30,100,0
434,0,220,5,30,100,1
435,0,220,5,50,0,0
436,0,220,5,50,0,1
437,0,220,5,50,20,0
438,0,220,5,50,20,1
439,0,220,5,50,30,0
440,0,220,5,50,30,1
441,0,220,5,50,50,0
442,0,220,5,50,50,1
443,0,220,5,50,70,0
444,0,220,5,50,70,1
445,0,220,5,50,80,0
446,0,220,5,50,80,1
447,0,220,5,50,100,0
448,0,220,5,50,100,1
449,0,220,5,70,0,0
450,0,220,5,70,0,1
451,0,220,5,70,20,0
452,0,220,5,70,20,1
453,0,220,5,70,30,0
454,0,220,5,70,30,1
455,0,220,5,70,50,0
456,0,220,5,70,50,1
457,0,220,5,70,70,0
458,0,220,5,70,70,1
459,0,220,5,70,80,0
460,0,220,5,70,80,1
461,0,220,5,70,100,0
462,0,220,5,70,100,1
463,0,220,5,80,0,0
464,0,220,5,80,0,1
465,0,220,5,80,20,0
466,0,220,5,80,20,1
467,0,220,5,80,30,0
468,0,220,5,80,30,1
469,0,220,5,80,50,0
470,0,220,5,80,50,1
471,0,220,5,80,70,0
472,0,220,5,80,70,1
473,0,220,5,80,80,0
474,0,220,5,80,80,1
475,0,220,5,80,100,0
476,0,220,5,80,100,1
477,0,220,5,100,0,0
478,0,220,5,100,0,1
479,0,220,5,100,20,0
480,0,220,5,100,20,1
481,0,220,5,100,30,0
482,0,220,5,100,30,1
483,0,220,5,100,50,0
484,0,220,5,100,50,1
485,0,220,5,100,70,0
486,0,220,5,100,70,1
487,0,220,5,100,80,0
488,0,220,5,100,80,1
489,0,220,5,100,100,0
490,0,220,5,100,100,1
491,0,240,0,0,0,0
492,0,240,0,0,0,1
493,0,240,0,0,20,0
494,0,240,0,0,20,1
495,0,240,0,0,30,0
496,0,240,0,0,30,1
497,0,240,0,0,50,0
498,0,240,0,0,50,1
499,0,240,0,0,70,0
500,0,240,0,0,70,1
501,0,240,0,0,80,0
502,0,240,0,0,80,1
503,0,240,0,0,100,0
504,0,240,0,0,100,1
505,0,240,0,20,0,0
506,0,240,0,20,0,1
507,0,240,0,20,20,0
508,0,240,0,20,20,1
509,0,240,0,20,30,0
510,0,240,0,20,30,1
511,0,240,0,20,50,0
512,0,240,0,20,50,1
513,0,240,0,20,70,0
514,0,240,0,20,70,1
515,0,240,0,20,80,0
516,0,240,0,20,80,1
517,0,240,0,20,100,0
518,0,240,0,20,100,1
519,0,240,0,30,0,0
520,0,240,0,30,0,1
521,0,240,0,30,20,0
522,0,240,0,30,20,1
523,0,240,0,30,30,0
524,0,240,0,30,30,1
525,0,240,0,30,50,0
526,0,240,0,30,50,1
527,0,240,0,30,70,0
528,0,240,0,30,70,1
529,0,240,0,30,80,0
530,0,240,0,30,80,1
531,0,240,0,30,100,0
532,0,240,0,30,100,1
533,0,240,0,50,0,0
534,0,240,0,50,0,1
535,0,240,0,50,20,0
536,0,240,0,50,20,1
537,0,240,0,50,30,0
538,0,240,0,50,30,1
539,0,240,0,50,50,0
540,0,240,0,50,50,1
541,0,240,0,50,70,0
542,0,240,0,50,70,1
543,0,240,0,50,80,0
544,0,240,0,50,80,1
545,0,240,0,50,100,0
546,0,240,0,50,100,1
547,0,240,0,70,0,0
548,0,240,0,70,0,1
549,0,240,0,70,20,0
550,0,240,0,70,20,1
551,0,240,0,70,30,0
552,0,240,0,70,30,1
553,0,240,0,70,50,0
554,0,240,0,70,50,1
555,0,240,0,70,70,0
556,0,240,0,70,70,1
557,0,240,0,70,80,0
558,0,240,0,70,80,1
559,0,240,0,70,100,0
560,0,240,0,70,100,1
561,0,240,0,80,0,0
562,0,240,0,80,0,1
563,0,240,0,80,20,0
564,0,240,0,80,20,1
565,0,240,0,80,30,0
566,0,240,0,80,30,1
567,0,240,0,80,50,0
568,0,240,0,80,50,1
569,0,240,0,80,70,0
570,0,240,0,80,70,1
571,0,240,0,80,80,0
572,0,240,0,80,80,1
573,0,240,0,80,100,0
574,0,240,0,80,100,1
575,0,240,0,100,0,0
576,0,240,0,100,0,1
577,0,240,0,100,20,0
578,0,240,0,100,20,1
579,0,240,0,100,30,0
580,0,240,0,100,30,1
581,0,240,0,100,50,0
582,0,240,0,100,50,1
583,0,240,0,100,70,0
584,0,240,0,100,70,1
585,0,240,0,100,80,0
586,0,240,0,100,80,1
587,0,240,0,100,100,0
588,0,240,0,100,100,1
589,0,240,75,0,0,0
590,0,240,75,0,0,1
591,0,240,75,0,20,0
592,0,240,75,0,20,1
593,0,240,75,0,30,0
594,0,240,75,0,30,1
595,0,240,75,0,50,0
596,0,240,75,0,50,1
597,0,240,75,0,70,0
598,0,240,75,0,70,1
599,0,240,75,0,80,0
600,0,240,75,0,80,1
601,0,240,75,0,100,0
602,0,240,75,0,100,1
603,0,240,75,20,0,0
604,0,240,75,20,0,1
605,0,240,75,20,20,0
606,0,240,75,20,20,1
607,0,240,75,20,30,0
608,0,240,75,20,30,1
609,0,240,75,20,50,0
610,0,240,75,20,50,1
611,0,240,75,20,70,0
612,0,240,75,20,70,1
613,0,240,75,20,80,0
614,0,240,75,20,80,1
615,0,240,75,20,100,0
616,0,240,75,20,100,1
617,0,240,75,30,0,0
618,0,240,75,30,0,1
619,0,240,75,30,20,0
620,0,240,75,30,20,1
621,0,240,75,30,30,0
622,0,240,75,30,30,1
623,0,240,75,30,50,0
624,0,240,75,30,50,1
625,0,240,75,30,70,0
626,0,240,75,30,70,1
627,0,240,75,30,80,0
628,0,240,75,30,80,1
629,0,240,75,30,100,0
630,0,240,75,30,100,1
631,0,240,75,50,0,0
632,0,240,75,50,0,1
633,0,240,75,50,20,0
634,0,240,75,50,20,1
635,0,240,75,50,30,0
636,0,240,75,50,30,1
637,0,240,75,50,50,0
638,0,240,75,50,50,1
639,0,240,75,50,70,0
640,0,240,75,50,70,1
641,0,240,75,50,80,0
642,0,240,75,50,80,1
643,0,240,75,50,100,0
644,0,240,75,50,100,1
645,0,240,75,70,0,0
646,0,240,75,70,0,1
647,0,240,75,70,20,0
648,0,240,75,70,20,1
649,0,240,75,70,30,0
650,0,240,75,70,30,1
651,0,240,75,70,50,0
652,0,240,75,70,50,1
653,0,240,75,70,70,0
654,0,240,75,70,70,1
655,0,240,75,70,80,0
656,0,240,75,70,80,1
657,0,240,75,70,100,0
658,0,240,75,70,100,1
659,0,240,75,80,0,0
660,0,240,75,80,0,1
661,0,240,75,80,20,0
662,0,240,75,80,20,1
663,0,240,75,80,30,0
664,0,240,75,80,30,1
665,0,240,75,80,50,0
666,0,240,75,80,50,1
667,0,240,75,80,70,0
668,0,240,75,80,70,1
669,0,240,75,80,80,0
670,0,240,75,80,80,1
671,0,240,75,80,100,0
672,0,240,75,80,100,1
673,0,240,75,100,0,0
674,0,240,75,100,0,1
675,0,240,75,100,20,0
676,0,240,75,100,20,1
677,0,240,75,100,30,0
678,0,240,75,100,30,1
679,0,240,75,100,50,0
680,0,240,75,100,50,1
681,0,240,75,100,70,0
682,0,240,75,100,70,1
683,0,240,75,100,80,0
684,0,240,75,100,80,1
685,0,240,75,100,100,0
686,0,240,75,100,100,1
687,0,240,1,0,0,0
688,0,240,1,0,0,1
689,0,240,1,0,20,0
690,0,240,1,0,20,1
691,0,240,1,0,30,0
692,0,240,1,0,30,1
693,0,240,1,0,50,0
694,0,240,1,0,50,1
695,0,240,1,0,70,0
696,0,240,1,0,70,1
697,0,240,1,0,80,0
698,0,240,1,0,80,1
699,0,240,1,0,100,0
700,0,240,1,0,100,1
701,0,240,1,20,0,0
702,0,240,1,20,0,1
703,0,240,1,20,20,0
704,0,240,1,20,20,1
705,0,240,1,20,30,0
706,0,240,1,20,30,1
707,0,240,1,20,50,0
708,0,240,1,20,50,1
709,0,240,1,20,70,0
710,0,240,1,20,70,1
711,0,240,1,20,80,0
712,0,240,1,20,80,1
713,0,240,1,20,100,0
714,0,240,1,20,100,1
715,0,240,1,30,0,0
716,0,240,1,30,0,1
717,0,240,1,30,20,0
718,0,240,1,30,20,1
719,0,240,1,30,30,0
720,0,240,1,30,30,1
721,0,240,1,30,50,0
722,0,240,1,30,50,1
723,0,240,1,30,70,0
724,0,240,1,30,70,1
725,0,240,1,30,80,0
726,0,240,1,30,80,1
727,0,240,1,30,100,0
728,0,240,1,30,100,1
729,0,240,1,50,0,0
730,0,240,1,50,0,1
731,0,240,1,50,20,0
732,0,240,1,50,20,1
733,0,240,1,50,30,0
734,0,240,1,50,30,1
735,0,240,1,50,50,0
736,0,240,1,50,50,1
737,0,240,1,50,70,0
738,0,240,1,50,70,1
739,0,240,1,50,80,0
740,0,240,1,50,80,1
741,0,240,1,50,100,0
742,0,240,1,50,100,1
743,0,240,1,70,0,0
744,0,240,1,70,0,1
745,0,240,1,70,20,0
746,0,240,1,70,20,1
747,0,240,1,70,30,0
748,0,240,1,70,30,1
749,0,240,1,70,50,0
750,0,240,1,70,50,1
751,0,240,1,70,70,0
752,0,240,1,70,70,1
753,0,240,1,70,80,0
754,0,240,1,70,80,1
755,0,240,1,70,100,0
756,0,240,1,70,100,1
757,0,240,1,80,0,0
758,0,240,1,80,0,1
759,0,240,1,80,20,0
760,0,240,1,80,20,1
761,0,240,1,80,30,0
762,0,240,1,80,30,1
763,0,240,1,80,50,0
764,0,240,1,80,50,1
765,0,240,1,80,70,0
766,0,240,1,80,70,1
767,0,240,1,80,80,0
768,0,240,1,80,80,1
769,0,240,1,80,100,0
770,0,240,1,80,100,1
771,0,240,1,100,0,0
772,0,240,1,100,0,1
773,0,240,1,100,20,0
774,0,240,1,100,20,1
775,0,240,1,100,30,0
776,0,240,1,100,30,1
777,0,240,1,100,50,0
778,0,240,1,100,50,1
779,0,240,1,100,70,0
780,0,240,1,100,70,1
781,0,240,1,100,80,0
782,0,240,1,100,80,1
783,0,240,1,100,100,0
784,0,240,1,100,100,1
785,0,240,1,0,0,0
786,0,240,1,0,0,1
787,0,240,1,0,20,0
788,0,240,1,0,20,1
789,0,240,1,0,30,0
790,0,240,1,0,30,1
791,0,240,1,0,50,0
792,0,240,1,0,50,1
793,0,240,1,0,70,0
794,0,240,1,0,70,1
795,0,240,1,0,80,0
796,0,240,1,0,80,1
797,0,240,1,0,100,0
798,0,240,1,0,100,1
799,0,240,1,20,0,0
800,0,240,1,20,0,1
801,0,240,1,20,20,0
802,0,240,1,20,20,1
803,0,240,1,20,30,0
804,0,240,1,20,30,1
805,0,240,1,20,50,0
806,0,240,1,20,50,1
807,0,240,1,20,70,0
808,0,240,1,20,70,1
809,0,240,1,20,80,0
810,0,240,1,20,80,1
811,0,240,1,20,100,0
812,0,240,1,20,100,1
813,0,240,1,30,0,0
814,0,240,1,30,0,1
815,0,240,1,30,20,0
816,0,240,1,30,20,1
817,0,240,1,30,30,0
818,0,240,1,30,30,1
819,0,240,1,30,50,0
820,0,240,1,30,50,1
821,0,240,1,30,70,0
822,0,240,1,30,70,1
823,0,240,1,30,80,0
824,0,240,1,30,80,1
825,0,240,1,30,100,0
826,0,240,1,30,100,1
827,0,240,1,50,0,0
828,0,240,1,50,0,1
829,0,240,1,50,20,0
830,0,240,1,50,20,1
831,0,240,1,50,30,0
832,0,240,1,50,30,1
833,0,240,1,50,50,0
834,0,240,1,50,50,1
835,0,240,1,50,70,0
836,0,240,1,50,70,1
837,0,240,1,50,80,0
838,0,240,1,50,80,1
839,0,240,1,50,100,0
840,0,240,1,50,100,1
841,0,240,1,70,0,0
842,0,240,1,70,0,1
843,0,240,1,70,20,0
844,0,240,1,70,20,1
845,0,240,1,70,30,0
846,0,240,1,70,30,1
847,0,240,1,70,50,0
848,0,240,1,70,50,1
849,0,240,1,70,70,0
850,0,240,1,70,70,1
851,0,240,1,70,80,0
852,0,240,1,70,80,1
853,0,240,1,70,100,0
854,0,240,1,70,100,1
855,0,240,1,80,0,0
856,0,240,1,80,0,1
857,0,240,1,80,20,0
858,0,240,1,80,20,1
859,0,240,1,80,30,0
860,0,240,1,80,30,1
861,0,240,1,80,50,0
862,0,240,1,80,50,1
863,0,240,1,80,70,0
864,0,240,1,80,70,1
865,0,240,1,80,80,0
866,0,240,1,80,80,1
867,0,240,1,80,100,0
868,0,240,1,80,100,1
869,0,240,1,100,0,0
870,0,240,1,100,0,1
871,0,240,1,100,20,0
872,0,240,1,100,20,1
873,0,240,1,100,30,0
874,0,240,1,100,30,1
875,0,240,1,100,50,0
876,0,240,1,100,50,1
877,0,240,1,100,70,0
878,0,240,1,100,70,1
879,0,240,1,100,80,0
880,0,240,1,100,80,1
881,0,240,1,100,100,0
882,0,240,1,100,100,1
883,0,240,5,0,0,0
884,0,240,5,0,0,1
885,0,240,5,0,20,0
886,0,240,5,0,20,1
887,0,240,5,0,30,0
888,0,240,5,0,30,1
889,0,240,5,0,50,0
890,0,240,5,0,50,1
891,0,240,5,0,70,0
892,0,240,5,0,70,1
893,0,240,5,0,80,0
894,0,240,5,0,80,1
895,0,240,5,0,100,0
896,0,240,5,0,100,1
897,0,240,5,20,0,0
898,0,240,5,20,0,1
899,0,240,5,20,20,0
900,0,240,5,20,20,1
901,0,240,5,20,30,0
902,0,240,5,20,30,1
903,0,240,5,20,50,0
904,0,240,5,20,50,1
905,0,240,5,20,70,0
906,0,240,5,20,70,1
907,0,240,5,20,80,0
908,0,240,5,20,80,1
909,0,240,5,20,100,0
910,0,240,5,20,100,1
911,0,240,5,30,0,0
912,0,240,5,30,0,1
913,0,240,5,30,20,0
914,0,240,5,30,20,1
915,0,240,5,30,30,0
916,0,240,5,30,30,1
917,0,240,5,30,50,0
918,0,240,5,30,50,1
919,0,240,5,30,70,0
920,0,240,5,30,70,1
921,0,240,5,30,80,0
922,0,240,5,30,80,1
923,0,240,5,30,100,0
924,0,240,5,30,100,1
925,0,240,5,50,0,0
926,0,240,5,50,0,1
927,0,240,5,50,20,0
928,0,240,5,50,20,1
929,0,240,5,50,30,0
930,0,240,5,50,30,1
931,0,240,5,50,50,0
932,0,240,5,50,50,1
933,0,240,5,50,70,0
934,0,240,5,50,70,1
935,0,240,5,50,80,0
936,0,240,5,50,80,1
937,0,240,5,50,100,0
938,0,240,5,50,100,1
939,0,240,5,70,0,0
940,0,240,5,70,0,1
941,0,240,5,70,20,0
942,0,240,5,70,20,1
943,0,240,5,70,30,0
944,0,240,5,70,30,1
945,0,240,5,70,50,0
946,0,240,5,70,50,1
947,0,240,5,70,70,0
948,0,240,5,70,70,1
949,0,240,5,70,80,0
950,0,240,5,70,80,1
951,0,240,5,70,100,0
952,0,240,5,70,100,1
953,0,240,5,80,0,0
954,0,240,5,80,0,1
955,0,240,5,80,20,0
956,0,240,5,80,20,1
957,0,240,5,80,30,0
958,0,240,5,80,30,1
959,0,240,5,80,50,0
960,0,240,5,80,50,1
961,0,240,5,80,70,0
962,0,240,5,80,70,1
963,0,240,5,80,80,0
964,0,240,5,80,80,1
965,0,240,5,80,100,0
966,0,240,5,80,100,1
967,0,240,5,100,0,0
968,0,240,5,100,0,1
969,0,240,5,100,20,0
970,0,240,5,100,20,1
971,0,240,5,100,30,0
972,0,240,5,100,30,1
973,0,240,5,100,50,0
974,0,240,5,100,50,1
975,0,240,5,100,70,0
976,0,240,5,100,70,1
977,0,240,5,100,80,0
978,0,240,5,100,80,1
979,0,240,5,100,100,0
980,0,240,5,100,100,1
981,0,260,0,0,0,0
982,0,260,0,0,0,1
983,0,260,0,0,20,0
984,0,260,0,0,20,1
985,0,260,0,0,30,0
986,0,260,0,0,30,1
987,0,260,0,0,50,0
988,0,260,0,0,50,1
989,0,260,0,0,70,0
990,0,260,0,0,70,1
991,0,260,0,0,80,0
992,0,260,0,0,80,1
